screening_id,candidate_identity,known_item,title,source,year,doi,identifier,ai_term_hits,writing_term_hits,screening_decision,screening_reason,reviewer_1,reviewer_2,adjudication,exclusion_code,full_text_url,full_text_verified,screening_notes,selected_for_manual_review
S-3088,doi:10 2139 ssrn 4614907,no,Detecting Dark Patterns Using Generative AI: Some Preliminary Results,crossref,2023,10.2139/ssrn.4614907,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3089,doi:10 18653 v1 2023 findings acl 733,no,Detecting Edit Failures In Large Language Models: An Improved Specificity Benchmark,manual-import,2023,10.18653/v1/2023.findings-acl.733,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3090,title:detecting fake news era language models,no,Detecting Fake News in the Era of Language Models,manual-import,2025,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3091,doi:10 18653 v1 2025 naacl srw 47,no,"Detecting, Generating, and Evaluating in the Writing Style of Different Authors",manual-import,2025,10.18653/v1/2025.naacl-srw.47,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3092,title:detecting grammar errors children s writing finite state approach,no,Detecting Grammar Errors in Children{'}s Writing: A Finite State Approach,manual-import,2001,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3093,doi:10 18653 v1 2026 acl srw 6,no,Detecting Hallucinations in Large Language Models via Internal Attention Divergence Signals,manual-import,2026,10.18653/v1/2026.acl-srw.6,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3094,doi:10 18653 v1 2025 emnlp main 1458,no,Detecting Knowledge Boundary of Vision Large Language Models by Sampling-Based Inference,manual-import,2025,10.18653/v1/2025.emnlp-main.1458,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3095,doi:10 18653 v1 2026 eacl long 245,no,Detecting {L}atin in Historical Books with Large Language Models: A Multimodal Benchmark,manual-import,2026,10.18653/v1/2026.eacl-long.245,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3096,doi:10 18653 v1 2022 emnlp main 618,no,Detecting Label Errors by Using Pre-Trained Language Models,manual-import,2022,10.18653/v1/2022.emnlp-main.618,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3097,title:detecting levels interest from spoken dialog multistream prediction feedback similarity based hierarchical fusion learning,no,Detecting Levels of Interest from Spoken Dialog with Multistream Prediction Feedback and Similarity Based Hierarchical Fusion Learning,manual-import,2011,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3098,doi:10 18653 v1 2024 emnlp industry 70,no,Detecting {LLM}-Assisted Cheating on Open-Ended Writing Tasks on Language Proficiency Tests,manual-import,2024,10.18653/v1/2024.emnlp-industry.70,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3099,doi:10 2478 jdis 2024 0020,no,Detecting LLM-assisted writing in scientific communication: Are we there yet?,crossref,2024,10.2478/jdis-2024-0020,,4,3,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3100,doi:10 18653 v1 2024 gebnlp 1 22,no,Detecting and Mitigating {LGBTQIA}+ Bias in Large {N}orwegian Language Models,manual-import,2024,10.18653/v1/2024.gebnlp-1.22,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3101,doi:10 18653 v1 2024 scalellm 1 5,no,Detecting Mode Collapse in Language Models via Narration,manual-import,2024,10.18653/v1/2024.scalellm-1.5,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3102,doi:10 18653 v1 2020 coling main 522,no,Detecting Non-literal Translations by Fine-tuning Cross-lingual Pre-trained Language Models,manual-import,2020,10.18653/v1/2020.coling-main.522,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3103,doi:10 18653 v1 2024 emnlp main 1122,no,Detecting Online Community Practices with Large Language Models: A Case Study of Pro-{U}krainian Publics on {T}witter,manual-import,2024,10.18653/v1/2024.emnlp-main.1122,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3104,doi:10 18653 v1 2024 caldpseudo 1 7,no,Detecting Personal Identifiable Information in {S}wedish Learner Essays,manual-import,2024,10.18653/v1/2024.caldpseudo-1.7,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3105,doi:10 18653 v1 2025 xllm 1 6,no,Detecting Referring Expressions in Visually Grounded Dialogue with Autoregressive Language Models,manual-import,2025,10.18653/v1/2025.xllm-1.6,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3106,doi:10 18653 v1 2026 findings acl 653,no,Detecting Sensitive Personal Information in {J}apanese Pre-Training Corpora for Large Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.653,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3107,doi:10 18653 v1 2025 findings emnlp 178,no,Detecting Stealthy Backdoor Samples based on Intra-class Distance for Large Language Models,manual-import,2025,10.18653/v1/2025.findings-emnlp.178,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3108,doi:10 18653 v1 2026 eacl long 345,no,Detecting Subtle Biases: An Ethical Lens on Underexplored Areas in {AI} Language Models Biases,manual-import,2026,10.18653/v1/2026.eacl-long.345,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-3109,doi:10 18653 v1 2024 clpsych 1 21,no,Detecting Suicide Risk Patterns using Hierarchical Attention Networks with Large Language Models,manual-import,2024,10.18653/v1/2024.clpsych-1.21,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3110,doi:10 18653 v1 2026 eacl long 49,no,Detecting Training Data of Large Language Models via Expectation Maximization,manual-import,2026,10.18653/v1/2026.eacl-long.49,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3111,doi:10 18653 v1 2026 eacl long 29,no,Detecting (Un)answerability in Large Language Models with Linear Directions,manual-import,2026,10.18653/v1/2026.eacl-long.29,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3112,doi:10 18653 v1 2026 findings eacl 97,no,Detecting Winning Arguments with Large Language Models and Persuasion Strategies,manual-import,2026,10.18653/v1/2026.findings-eacl.97,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3113,doi:10 36227 techrxiv 23895951 v1,no,Detection and Classification of ChatGPT Generated Contents Using Deep Transformer Models,crossref,2023,10.36227/techrxiv.23895951.v1,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3114,doi:10 36227 techrxiv 23895951,no,Detection and Classification of ChatGPT Generated Contents Using Deep Transformer Models,crossref,2023,10.36227/techrxiv.23895951,,1,3,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3115,doi:10 18653 v1 2024 woah 1 2,no,Detection of Conspiracy Theories Beyond Keyword Bias in {G}erman-Language Telegram Using Large Language Models,manual-import,2024,10.18653/v1/2024.woah-1.2,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3116,doi:10 18653 v1 2024 acl long 96,no,Detection-Correction Structure via General Language Model for Grammatical Error Correction,manual-import,2024,10.18653/v1/2024.acl-long.96,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3117,doi:10 3115 1117794 1117805,no,Detection of Language (Model) Errors,manual-import,2000,10.3115/1117794.1117805,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3118,doi:10 1007 s43681 026 01250 9,no,Dethroning the author figure in GenAI-assisted writing: toward an entangled hybrid authorship,crossref,2026,10.1007/s43681-026-01250-9,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3119,doi:10 18653 v1 2021 naacl main 190,no,Detoxifying Language Models Risks Marginalizing Minority Voices,manual-import,2021,10.18653/v1/2021.naacl-main.190,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3120,doi:10 18653 v1 2022 ltedi 1 6,no,Detoxifying Language Models with a Toxic Corpus,manual-import,2022,10.18653/v1/2022.ltedi-1.6,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3121,doi:10 18653 v1 2025 emnlp main 298,no,Detoxifying Large Language Models via the Diversity of Toxic Samples,manual-import,2025,10.18653/v1/2025.emnlp-main.298,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3122,doi:10 18653 v1 2024 acl long 171,no,Detoxifying Large Language Models via Knowledge Editing,manual-import,2024,10.18653/v1/2024.acl-long.171,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3123,doi:10 18653 v1 2023 acl short 21,no,Detoxifying Text with {M}a{RC}o: Controllable Revision with Experts and Anti-Experts,manual-import,2023,10.18653/v1/2023.acl-short.21,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3124,title:develop generic essay scorer practice writing tests statewide assessments,no,Develop a Generic Essay Scorer for Practice Writing Tests of Statewide Assessments,manual-import,2025,,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3125,title:developing 12 week e learning course software localisation at imperial college l ondon design insights from student feedback,no,Developing a 12-week e-Learning Course on Software Localisation at Imperial College {L}ondon: Design and Insights from Student Feedback,manual-import,2008,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-3126,title:developing benchmark pronunciation feedback creation phonemically annotated speech corpus isi z ulu language learner speech,no,Developing a Benchmark for Pronunciation Feedback: Creation of a Phonemically Annotated Speech Corpus of isi{Z}ulu Language Learner Speech,manual-import,2024,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
